Date	Tmax	Tmin	Rh	Rad	Prec	LAI	NEE	RE	GEE
2003/2/19	14.52	6.109	91.776875	421.3509167	3.7	2.8	1.600593147	1.896358397	3.496951544
2003/2/20	18.13	4.051	86.220625	616.5919911	0	2.8	2.483697089	1.917783832	4.401480921
2003/2/21	22.46	15.54	71.31333333	607.2891284	0	2.8	0.719295906	2.139799207	2.859095113
2003/2/22	26.31	15.62	77.06645833	588.770907	0	2.8	0.920659485	2.559550065	3.48020955
2003/2/23	16.79	9.68	95.96666667	91.57406864	0.5	2.8	-0.682428717	2.607060787	1.92463207
2003/2/24	15.15	9.25	90.244375	392.1742171	0	2.8	1.832225488	2.198849384	4.031074872
2003/2/25	24.98	9.24	85.08791667	625.1546249	0	2.8	3.19517741	2.466888857	5.662066268
2003/2/26	21.74	13.62	87.685625	418.6037363	0	2.8	1.827465681	2.585439751	4.412905431
2003/2/27	13.51	11.53	94.39375	133.5354843	0	2.8	0.097770044	2.208463645	2.306233689
2003/2/28	15.23	11.18	95.14166667	219.6097181	0.1	2.8	0.584671761	2.349063917	2.933735678
2003/3/1	14.62	10.56	93.61458333	267.2606012	6.7	2.8	1.319635149	2.459972071	3.77960722
2003/3/2	26.04	11.81	78.794375	690.9355587	0	2.8	2.145616357	2.744124753	4.88974111
2003/3/3	22.51	5.568	93.193125	29.74004154	18.5	2.8	-1.107941089	2.767951144	1.660010055
2003/3/4	5.478	4.161	99.85416667	35.68981463	5	2.8	-0.878506297	1.98060538	1.102099084
2003/3/5	4.753	4.005	99.98333333	64.27310563	3.6	2.8	-0.000583599	1.66807064	1.667487041
2003/3/6	4.314	3.482	94.37083333	54.29872634	0.1	2.8	0.128148828	1.36436766	1.492516487
2003/3/7	9.17	1.172	82.62354167	522.066403	0.1	2.8	3.193337127	1.333375039	4.526712166
2003/3/8	13.34	0.584	82.234375	744.0669948	0	2.8	3.020590376	1.61139142	4.631981796
2003/3/9	9.46	5.391	89.205	130.3807696	0	2.8	0.311448564	1.703448943	2.014897507
2003/3/10	16.27	2.483	80.26208333	841.3543882	0	2.8	3.503641724	1.813154157	5.316795881
2003/3/11	14.46	3.985	90.055625	351.3935726	0.4	2.8	1.194260938	1.847908678	3.042169616
2003/3/12	9.78	8.53	99.95833333	63.26080593	15.7	2.8	-0.041115013	1.785107359	1.743992347
2003/3/13	9.68	8.75	100	46.08815059	3.8	2.8	1.179043944	1.6947926	2.873836544
2003/3/14	21.87	9.44	89.78229167	497.1268189	0.2	3.2	1.942062633	2.038007771	3.980070405
2003/3/15	15.94	12.02	99.46041667	137.5981641	1.1	3.2	0.827837403	2.288620765	3.116458168
2003/3/16	22.04	11.41	91.91166667	639.199119	0.1	3.2	3.145231642	2.394661319	5.539892961
2003/3/17	13.01	6.879	98.375	70.14861073	3.7	3.2	-0.208950983	2.445699479	2.236748495
2003/3/18	7.308	5.593	98.81458333	72.84595231	17.5	3.2	-0.160005361	1.879189638	1.719184277
2003/3/19	6.442	5.266	100	107.4462579	16.2	3.2	1.306607719	1.357353247	2.663960965
2003/3/20	10.56	6.098	95.95833333	260.480726	0	3.2	1.91288729	1.638533138	3.551420428
2003/3/21	16.63	2.89	87.55395833	894.1228997	0.1	3.2	3.612727374	1.823721945	5.436449319
2003/3/22	14.23	6.147	89.99083333	443.4645587	10.7	3.6	1.671028165	1.909732157	3.580760322
2003/3/23	13.71	7.616	94.23520833	377.1872794	0.3	3.6	2.612519341	1.894405247	4.506924589
2003/3/24	20.33	9.87	86.5	720.02982	0	3.6	3.342071678	2.29322171	5.635293388
2003/3/25	24.6	7.494	78.23520833	1042.861998	0	3.6	2.501608241	2.574101482	5.075709724
2003/3/26	28.23	13.52	69.30541667	829.6643284	0	3.6	1.06684303	3.187412453	4.254255483
2003/3/27	22.98	15.46	90.18916667	75.4745	2.5	3.6	-1.668065829	3.292894612	1.624828784
2003/3/28	15.49	10.88	96.19375	165.4592009	3.4	3.6	-0.418318015	2.901970653	2.483652638
2003/3/29	23.12	10.18	88.59395833	752.6671303	0.2	3.6	3.211588533	2.755778535	5.967367068
2003/3/30	26.22	15.34	82.00354167	668.6719101	0	4.2	1.002811803	3.051466273	4.054278076
2003/3/31	26.54	20.26	77.58291667	401.8841239	0	4.2	-0.330974102	3.66572047	3.334746368
2003/4/1	32.56	19.98	70.04854167	870.9001401	0	4.2	0.649685504	3.780499224	4.430184728
2003/4/2	22.32	13.34	95.54375	169.0396698	12.4	4.2	-0.847888254	3.790510335	2.942622082
2003/4/3	13.16	12.34	99.96041667	54.1707795	9.4	4.2	-1.358829611	3.021523824	1.662694213
2003/4/4	12.6	11.61	99.78958333	76.18825708	9.3	4.2	-0.984212793	2.61695034	1.632737547
2003/4/5	16.48	11.21	88.42145833	483.3180379	0	4.2	1.96683505	2.777629508	4.744464558
2003/4/6	19.16	11.51	93.464375	335.4994869	6.8	4.2	1.476594161	2.87901521	4.355609371
2003/4/7	18.7	14.66	96.77916667	275.1031051	3.1	4.4	1.027959073	2.937408414	3.965367486
2003/4/8	23.45	12.13	85.56375	890.0673281	0.4	4.4	2.690464571	3.263995616	5.954460187
2003/4/9	16.73	14.12	98.73541667	109.0358708	30.5	4.4	-0.781759406	2.754098655	1.972339249
2003/4/10	24.55	14.84	87.14916667	443.2054786	0	4.4	1.450573278	3.070028139	4.520601418
2003/4/11	21.85	15.39	94.04791667	523.4396663	5.8	4.4	1.69290389	3.391733871	5.08463776
2003/4/12	25.26	16.89	94.18291667	559.792909	3.9	4.4	1.998210936	3.790368397	5.788579333
2003/4/13	16.77	13.23	99.93958333	56.90292655	36	4.4	-0.738363154	3.050927018	2.312563864
2003/4/14	16.37	10.97	96.79666667	370.4199865	2.9	4.4	1.945592762	3.003156913	4.948749675
2003/4/15	25.49	7.397	77.39395833	1135.292886	0	5.2	4.264378562	3.202758036	7.467136599
2003/4/16	29.96	14.58	76.758125	908.2689506	0.1	5.2	1.607636071	3.930237902	5.537873974
2003/4/17	29.15	20.16	75.73104167	575.7226989	0.1	5.2	1.187463724	4.392637051	5.580100775
2003/4/18	30.38	21.99	67.95354167	854.6136351	0	5.2	1.968398785	4.40653013	6.374928915
2003/4/19	29.14	16.86	86.18125	526.6441382	1.2	5.2	0.640383389	4.687953698	5.328337087
2003/4/20	17.97	15.2	96.43958333	188.241745	5.1	5.2	-0.400392206	3.955039155	3.554646948
2003/4/21	17.31	14.49	97.75	216.0349684	6.8	5.2	-0.210238178	3.796256396	3.586018218
2003/4/22	27.29	15.97	90.33791667	831.8542129	0	5.2	2.410860565	4.074998037	6.485858602
2003/4/23	26.99	18.99	89.55229167	492.9279403	0	6.2	1.237169453	4.735099856	5.97226931
2003/4/24	20.4	13.67	94.58333333	187.841809	0.9	6.2	0.27568607	4.196080417	4.471766487
2003/4/25	21.77	12.28	79.86208333	935.5056134	0	6.2	3.734916256	3.59136339	7.326279646
2003/4/26	27.77	11.14	80.79791667	1156.463267	0	6.2	3.657941147	3.882622042	7.540563189
2003/4/27	32.2	15.12	77.52	1059.700243	0	6.2	2.620015924	4.355143507	6.975159431
2003/4/28	32.38	19.36	74.49104167	963.7433008	0	6.2	3.517085959	4.645499093	8.162585053
2003/4/29	30.998892	16.653162	83.53229167	531.2062907	3.1	6.2	2.07771805	5.147616362	7.225334412
2003/4/30	25.319154	15.062445	74.92410373	882.4925703	0	6.2	3.483955559	4.418529923	7.902485482
2003/5/1	27.79794	11.539446	74.55925781	1051.835418	0	7	3.505813613	4.36619549	7.872009103
2003/5/2	25.777827	14.750157	80.18699219	438.184858	0	7	1.016539014	4.488727152	5.505266167
2003/5/3	29.476488	18.975804	82.13191406	672.9106123	4.4	7	2.052532877	5.252268379	7.304801256
2003/5/4	27.963843	20.390859	83.28445313	499.1972277	1.2	7	0.980338129	5.354899732	6.335237861
2003/5/5	30.832989	20.459172	78.40496094	947.4193977	0	7	1.642452858	5.504710952	7.14716381
2003/5/6	31.955274	22.772055	70.40964844	834.2081197	0	7	1.694662658	6.027967394	7.722630052
2003/5/7	27.817458	21.64977	86.37058594	448.9722132	19.6	7	1.186853021	5.755308213	6.942161233
2003/5/8	22.947717	19.327128	88.33796875	193.8061689	0	7	0.413488831	4.746281948	5.15977078
2003/5/9	25.533852	15.657744	80.65164063	820.0840913	0	7.6	4.484824599	4.660746348	9.145570947
2003/5/10	20.839773	16.77027	90.8966276	205.4360374	1.2	7.6	0.60677295	4.030875342	4.637648292
2003/5/11	24.157833	17.033763	91.76202474	424.6911009	0.2	7.6	2.029544047	4.429126303	6.45867035
2003/5/12	27.934566	19.522308	91.691875	388.3656216	0	7.6	1.544698404	5.11664499	6.661343394
2003/5/13	28.607937	20.390859	88.67527344	588.9673594	1.6	7.6	2.989063827	5.423842985	8.412906813
2003/5/14	26.763486	21.55218	94.26160156	417.8591001	2.7	7.6	1.278409976	5.340189944	6.61859992
2003/5/15	26.148669	21.386277	94.20222656	342.7317016	8.3	7.6	1.408529229	5.254901752	6.663430981
2003/5/16	21.727842	19.092912	91.39947591	53.3059907	126.1	7.6	-2.095071926	4.970916301	2.875844375
2003/5/17	19.961463	17.853519	90.13248112	172.5671694	10.6	8	0.690480457	4.446262648	5.136743105
2003/5/18	22.127961	17.267979	92.56796897	316.1787163	0.1	8	2.135116596	4.376141879	6.511258475
2003/5/19	27.09	16.701957	84.6208724	1053.469256	0	8	6.313263281	5.314680715	11.627944
2003/5/20	28.3	17.35	83.550625	802.6784937	0	8	2.880671919	5.861457391	8.74212931
2003/5/21	28.57	18.67	83.55958333	784.4435365	0.8	8	4.270816367	5.968734444	10.23955081
2003/5/22	18.72	17.76	99.46458333	72.66955562	23	8	-3.000278722	5.239269066	2.238990343
2003/5/23	22.29	18.38	97.1875	325.8525731	1.6	8	0.031251969	5.079513575	5.110765544
2003/5/24	23.59	19.4	94.72291667	354.9018161	0.8	8	2.745799762	5.846456716	8.592256478
2003/5/25	28.22	19.31	83.84520833	977.695062	0	8.2	3.540518191	6.088852236	9.629370427
2003/5/26	29.37	17.16	83.12125	1027.484193	0	8.2	3.895670074	6.032093755	9.92776383
2003/5/27	29.88	19.13	80.703125	946.5459712	0	8.2	3.467544295	6.223664683	9.691208978
2003/5/28	27.59	20.13	82.11520833	760.4965617	0	8.2	4.095531646	5.54309079	9.638622436
2003/5/29	26.97	20.45	88.81333333	479.3455582	0.1	8.2	0.854317633	5.757599935	6.611917568
2003/5/30	30.22	18.74	82.94854167	908.1137149	0	8.2	4.309357078	5.72669868	10.03605576
2003/5/31	30.54	18.55	78.27791667	1041.035447	0	8.2	3.172727451	5.893195226	9.065922677
2003/6/1	31.49	17.56	70.75729167	1098.707933	0	8.2	2.334910889	5.449655386	7.784566275
2003/6/2	30.63	17.45	77.29875	878.1540558	0	8	3.22020864	5.251326808	8.471535447
2003/6/3	30.32	21.15	78.97083333	854.435686	0	8	3.409075056	5.81197369	9.221048745
2003/6/4	31.48	20.15	81.0175	935.8134701	0	8	5.337471661	5.428487355	10.76595902
2003/6/5	27.25	21.68	94.37083333	293.651475	9.6	8	1.105888832	5.225871035	6.331759867
2003/6/6	21.86	20.65	99.3	199.7625163	19.1	8	-2.047678797	5.735164363	3.687485566
2003/6/7	26.88	20.58	91.47729167	626.5908813	0.4	8	3.154915123	5.915830726	9.070745849
2003/6/8	28.23	21.8	87.125625	728.7193385	0	8	3.771280979	5.611085878	9.382366856
2003/6/9	30.58	21.87	85.12229167	712.4367553	0	8	2.977510975	5.695648423	8.673159398
2003/6/10	28.15	23.21	89.703125	457.3793084	1.5	8.4	2.198350001	5.864979673	8.063329674
2003/6/11	27.88	20.19	95.838125	568.5416622	15.9	8.4	0.971944708	6.294315909	7.266260617
2003/6/12	26.47	19.53	87.84625	765.2941596	0.2	8.4	3.947480248	6.191247714	10.13872796
2003/6/13	26.55	18.87	93.64354167	347.4853931	1.9	8.4	0.440486015	5.895184034	6.335670049
2003/6/14	26.57	18.75	90.01208333	758.6434568	1.1	8.4	4.399671142	5.987812662	10.3874838
2003/6/15	30.22	17.32	79.46270833	1139.726415	0.4	8.4	3.283417649	6.035854445	9.319272094
2003/6/16	30.33	19.1	80.17833333	970.3002903	0.1	8.4	4.032904239	5.979471698	10.01237594
2003/6/17	30.39	18.13	83.32979167	930.7076886	0.1	8.4	2.943330648	5.791638064	8.734968712
2003/6/18	31.16	19.69	83.508125	885.3547013	0	8.4	2.948727115	6.164319306	9.113046421
2003/6/19	33.17	22.63	82.3925	794.2331036	0.1	8.4	2.173388747	6.091672204	8.265060951
2003/6/20	30.28	24.22	87.53708333	440.1282999	0	8.4	1.273148944	5.968294547	7.241443491
2003/6/21	34.16	22.88	76.93083333	921.2109448	0	8.4	1.997842476	6.296069748	8.293912224
2003/6/22	31.36	25.1	73.25104167	510.0254289	0.1	8.4	0.52566818	6.010573775	6.536241955
2003/6/23	33.18	24.68	70.79708333	819.9631638	0	8.4	2.335531371	6.296282093	8.631813464
2003/6/24	34.45	24.34	74.540625	848.1194751	0.4	8.4	1.630552284	5.747995009	7.378547292
2003/6/25	31.04	22.71	76.73041667	519.9421259	0	8.4	1.865033511	5.630444535	7.495478046
2003/6/26	32.3	27.82	65.20208333	811.8525925	0.1	8.6	2.478062406	5.532321599	8.010384005
2003/6/27	28.86	23.92	84.74520833	292.5699728	4.1	8.6	-0.675019902	5.429284117	4.754264215
2003/6/28	30	23.43	86.77145833	481.4114993	0.5	8.6	1.342933145	5.531327411	6.874260557
2003/6/29	33.38	24.6	72.781875	915.0123862	0	8.6	1.367537776	6.320860996	7.688398772
2003/6/30	33.96	24.3	65.57041667	1147.836578	0	8.6	2.09133861	5.541513942	7.632852552
2003/7/1	35.59	24.95	63.69458333	1121.290632	0	8.6	1.607957234	5.900598983	7.508556217
2003/7/2	35.66	24.02	66.6425	1086.120775	0	8.6	1.751947665	5.309455461	7.061403126
2003/7/3	36.08	23.78	63.87416667	1120.712992	0	8.6	2.038994404	5.549873236	7.58886764
2003/7/4	35.67	25.09	63.50625	1011.011242	0	8.4	2.270944736	5.255311221	7.526255957
2003/7/5	35.63	26.57	62.2525	1005.01016	0	8.4	1.83872886	5.409368292	7.248097152
2003/7/6	34.66	23.36	74.90041667	660.1998032	2.4	8.4	0.695892657	5.092319415	5.788212072
2003/7/7	34.27	22.37	83.78333333	765.6474433	0	8.4	1.035185286	5.130429342	6.165614628
2003/7/8	36.37	22.14	69.970625	1058.77316	0	8.4	1.575830134	5.038292451	6.614122585
2003/7/9	35.33	25.97	58.19	1065.533263	0	8.4	1.788577604	4.947527068	6.736104672
2003/7/10	35.96	24.68	59.37604167	1190.733247	0	8.4	1.336922716	4.795674811	6.132597527
2003/7/11	36.25	25.43	61.99479167	1141.562853	0	8.4	0.66916073	4.712392561	5.38155329
2003/7/12	35.97	26.14	62.63333333	1133.524834	0	8	0.729245744	5.039332669	5.768578413
2003/7/13	37.68	25.65	60.63979167	1079.225045	0	8	0.907612577	5.214213868	6.121826445
2003/7/14	39.97	25.16	55.35291667	1160.039569	0	8	0.632427321	5.040885853	5.673313174
2003/7/15	39.93	25.12	56.20020833	1121.99818	0	8	-0.400372596	5.064927311	4.664554715
2003/7/16	39.99	24.79	53.421875	1145.058024	0	8	-0.370254452	5.113508734	4.743254282
2003/7/17	39.63	25.54	55.541875	1035.887343	0	8	0.164968262	5.027917555	5.192885817
2003/7/18	36.26	25.65	64.92104167	741.6537344	0	8	0.567416348	4.930785968	5.498202316
2003/7/19	38.08	25.46	61.88875	908.703692	0	8	0.189408082	5.045162199	5.234570282
2003/7/20	35.44	25.42	60.359375	718.0782631	0	7.8	0.766797704	4.765629284	5.532426988
2003/7/21	35.9	25.04	62.1025	720.9049405	0	7.8	0.741105378	4.202099181	4.943204559
2003/7/22	39.07	24.6	54.30375	1172.448942	0	7.8	-0.475283707	4.646219204	4.170935497
2003/7/23	39.54	24.43	62.84083333	1128.545447	0.1	7.8	-0.324702627	5.040113761	4.715411134
2003/7/24	36.55	25.06	67.69458333	807.1396388	1.4	7.8	0.118503696	4.423145825	4.541649521
2003/7/25	34.64	24.42	70.30645833	688.490761	0	7.8	0.527481403	4.725095192	5.252576595
2003/7/26	36.8	24.82	62.43125	1041.363893	0	7.8	0.494937004	4.862069743	5.357006747
2003/7/27	39.88	23.24	57.591875	1200.616936	0	7.8	-0.285292788	4.878238035	4.592945247
2003/7/28	39.88	25.03	55.68375	1059.943146	0	8.2	0.058910308	4.870781506	4.929691814
2003/7/29	37.99	25.92	57.78354167	832.6222207	0	8.2	0.715532892	4.746369116	5.461902008
2003/7/30	39.22	25.8	56.13020833	1000.257172	0	8.2	-0.102694583	4.922770029	4.820075446
2003/7/31	39.69	27.14	53.99270833	973.2416787	0	8.2	-0.821603555	4.708127698	3.886524143
2003/8/1	38.52	27.15	53.55041667	836.8373582	0	8.2	-0.195594524	4.961225052	4.765630529
2003/8/2	39.64	24.63	65.13916667	864.0039199	0.7	8.2	0.244490103	4.505770254	4.750260357
2003/8/3	39.18	24.1	61.34375	1043.74488	0	8.2	-0.802064128	4.700625821	3.898561693
2003/8/4	38.19	24.83	74.02791667	934.725105	6.3	8.2	-0.316837953	4.961880412	4.645042459
2003/8/5	32.11	23.32	84.115625	661.6807511	1.4	7.8	0.249501498	4.684153875	4.933655373
2003/8/6	34.55	23.75	79.305625	834.5128273	4	7.8	0.272450414	4.714895411	4.987345826
2003/8/7	35.3	23.74	73.79520833	949.3340848	0	7.8	0.53311114	4.995066816	5.528177957
2003/8/8	37.16	24.54	66.04770833	1008.518485	0	7.8	0.668477822	4.791877577	5.460355399
2003/8/9	37.36	25.97	65.013125	881.6402395	0	7.8	0.478542304	4.971082288	5.449624592
2003/8/10	38.61	24.1	73.93375	838.3956788	9.9	7.8	-0.53757659	5.075242435	4.537665845
2003/8/11	33.92	22.09	87.69791667	712.3058671	32	7.8	1.004087244	5.121425374	6.125512617
2003/8/12	32.88	23.17	86.3475	753.7729799	0	7.8	2.358575929	5.164460128	7.523036056
2003/8/13	33.58	24.04	82.426875	768.5242045	2.1	7.8	1.220419307	4.892261312	6.112680619
2003/8/14	30.33	24.97	94.08270833	590.2537341	23.3	7.8	-0.013831126	5.524659047	5.51082792
2003/8/15	31.15	24.78	90.53458333	676.5376993	0.2	7.8	1.144122674	5.416957804	6.561080478
2003/8/16	27.13	24.4	97.53958333	255.5570605	29.2	7.8	-0.752119387	5.521153091	4.769033705
2003/8/17	24.08	23.02	99.37083333	134.2578202	21.1	7.8	-4.217636563	6.971717896	2.754081333
2003/8/18	25.47	22.51	98.24375	194.3947134	0.9	7.8	-3.829657894	7.848919322	4.019261428
2003/8/19	31.79	23.68	85.70791667	839.9263021	0	7.8	1.154054509	6.011866053	7.165920562
2003/8/20	31.41	23.32	90.71375	511.0080705	3.6	7.8	0.67133867	5.965223046	6.636561716
2003/8/21	27.84	23.5	92.67708333	387.0677003	0.3	8	-0.164548613	5.78176962	5.617221007
2003/8/22	32.87	24.13	80.99354167	814.068867	8.1	8	1.067001975	5.77877399	6.845775965
2003/8/23	33.61	23.2	84.97145833	1076.251221	0.3	8	2.113808538	6.016254027	8.130062565
2003/8/24	35.4	22.91	76.56395833	1071.760417	0	8	1.820954208	5.665265837	7.486220045
2003/8/25	33.05	23.15	73.614375	886.3787662	0	8	1.819204206	5.851559502	7.670763708
2003/8/26	33.1	23.11	78.5	796.0771395	0	8	2.262108781	5.44254026	7.704649041
2003/8/27	35.09	23.78	69.421875	1131.214764	0	8	1.746243777	5.284856909	7.031100686
2003/8/28	35	23.34	75.60479167	1005.560838	0	8	3.135636735	5.279756378	8.415393113
2003/8/29	36.28	23.5	67.93770833	1073.688035	0	8	1.279872535	5.204574378	6.484446913
2003/8/30	36.27	23.09	67.94520833	1064.560997	0	8	2.201610491	5.106389816	7.308000307
2003/8/31	33.73	23.18	78.61395833	942.6005352	0	8	2.603010618	5.156202769	7.759213387
2003/9/1	31.92	24.55	82.6575	771.5844707	0	8	2.551244679	5.01063879	7.561883469
2003/9/2	29.66	23.17	87.25145833	285.1179274	9	8	-0.383949615	4.898130216	4.514180601
2003/9/3	33.8	23.15	81.93	920.7237501	4.5	8	2.159595532	5.460517887	7.620113419
2003/9/4	32.7	22.67	87.85791667	986.952988	0.2	8	2.666511889	5.312230946	7.978742835
2003/9/5	34.44	23.65	83.98625	998.4763738	3.8	8	2.006392397	5.384145601	7.390537998
2003/9/6	34.39	22.59	81.57645833	985.6653493	0	7.8	1.733631225	5.707970304	7.441601529
2003/9/7	34.19	23.04	74.07958333	976.8242718	0	7.8	1.869279714	5.350438987	7.2197187
2003/9/8	32.83	22.94	81.32125	759.8475951	0	7.8	3.162973456	4.955021023	8.11799448
2003/9/9	32.09	24.36	79.83270833	810.5816212	0	7.8	3.104276156	5.029774219	8.134050375
2003/9/10	25.45	21.37	82.85333333	274.5589634	0.2	7.8	-0.044603388	4.439562012	4.394958624
2003/9/11	28.73	19.34	76.39979167	763.5528244	0	7.8	3.187224165	4.187373575	7.37459774
2003/9/12	30.11	16.83	73.1675	1023.030565	0	7.8	4.134821872	4.023951291	8.158773162
2003/9/13	32.31	17.22	69.24604167	953.5405618	0	7.8	3.962410054	3.986537837	7.948947892
2003/9/14	33.63	19.54	77.24770833	843.7930582	5.9	7.2	3.058926167	4.32386869	7.382794858
2003/9/15	26.4	22.75	95.10625	366.3492181	13.7	7.2	-0.031717618	4.718310882	4.686593264
2003/9/16	27.92	23.17	93.73541667	407.3331395	1.3	7.2	0.747932284	5.357774084	6.105706369
2003/9/17	32.38	22.35	79.80458333	824.8869928	0.1	7.2	1.88834336	4.997862444	6.886205804
2003/9/18	33.94	22.62	75.57625	992.799652	0	7.2	1.547020375	4.897864853	6.444885229
2003/9/19	34.24	24	80.18083333	748.9702347	0	7.2	0.991477384	5.042696516	6.034173901
2003/9/20	25.52	19.74	94.175	88.04041554	2.8	7.2	-4.274935903	5.916421144	1.641485241
2003/9/21	20.06	17.63	92.925	83.31463452	0.8	7.2	-2.505046841	4.124925047	1.619878206
2003/9/22	21.89	15.54	87.81395833	260.0660018	0	6.8	-0.179448256	3.763922533	3.584474277
2003/9/23	26.39	14.79	81.27833333	816.8189887	0	6.8	2.9854156	3.480409969	6.465825568
2003/9/24	29.2	17.25	75.68625	993.9500297	0	6.8	2.6049119	3.704378619	6.309290519
2003/9/25	30.3	16.59	71.6425	944.6119804	0	6.8	2.844894226	3.695250651	6.540144877
2003/9/26	30.75	15.4	70.80166667	942.4933409	0	6.8	1.941095158	3.588048812	5.52914397
2003/9/27	31.65	16.7	68.429375	865.5164868	0	6.8	2.537861115	3.60771307	6.145574185
2003/9/28	32.49	20.28	66.15104167	865.4057793	0	6.8	1.041123695	3.702916818	4.744040513
