Date	Tmax	Tmin	Rh	Rad	Prec	LAI	NEE	RE	GEE
2003/1/30	15.73	10.75	72.81375	177.0943132	0	2.4	0.411536827	1.487785183	1.89932201
2003/1/31	19.23	13.85	87.4125	379.4037068	0	2.4	2.29324306	1.530495983	3.823739043
2003/2/1	16.02	9	92.68541667	95.8142033	0	2.4	0.00906921	1.534656009	1.543725218
2003/2/2	10.66	7.994	81.406875	261.7576792	0	2.3	1.410706422	1.486915174	2.897621596
2003/2/3	8.91	7.555	92.88125	99.17386268	0.3	2.3	0.295922421	1.286617018	1.582539439
2003/2/4	12.69	6.764	75.73604167	653.1028392	0	2.3	1.921427061	1.208915432	3.130342493
2003/2/5	13.77	7.974	54.49125	823.2649212	0	2.3	2.303903031	1.139018963	3.442921994
2003/2/6	15.68	6.895	54.473125	781.59649	0	2.3	3.175066125	1.229628952	4.404695077
2003/2/7	12.74	10.86	85.96583333	95.8483894	0.6	2.3	-0.007805198	1.344321669	1.33651647
2003/2/8	17.72	11.08	94.91875	387.449029	0.3	2.3	1.820864526	1.395320982	3.216185508
2003/2/9	22.19	13.9	82.77708333	635.9167388	0	2.3	0.367786838	1.711211532	2.07899837
2003/2/10	20.86	14.64	87.91791667	353.827838	0	2.3	1.306001732	1.757548122	3.063549855
2003/2/11	20.77	12.22	89.12041667	362.7085518	0	2.3	1.449579315	1.784646835	3.23422615
2003/2/12	11.78	6.022	95.71458333	59.94494302	1	2.3	-0.689654978	1.646438842	0.956783864
2003/2/13	10.06	5.567	93.35625	195.3133342	0.2	2.3	0.590611745	1.421668985	2.01228073
2003/2/14	13.71	9.86	94.3375	112.3744899	0.2	2.3	0.009975129	1.397433847	1.407408976
2003/2/15	18.92	13.65	94.67916667	120.1292721	0.3	2.3	0.04743158	1.491818629	1.539250209
2003/2/16	19.9	16.06	92.8375	275.1865612	0	2.3	0.938117906	1.665692968	2.603810874
2003/2/17	15.92	13.15	88.87770833	195.5743992	0.3	2.3	0.426526721	1.729522603	2.156049325
2003/2/18	18.06	13.65	96.64583333	171.5013847	0.5	2.2	0.327949693	1.704085303	2.032034996
2003/2/19	22.39	15.6	91.37125	380.4813192	12.1	2.2	0.849386292	1.810283651	2.659669944
2003/2/20	15.32	12.8	98.1625	55.14083774	2	2.2	-1.205656025	1.884773889	0.679117864
2003/2/21	17.67	13.33	96.12916667	51.65285544	0	2.2	-0.584356438	1.981812443	1.397456004
2003/2/22	21.32	16.7	88.86583333	393.7696212	0.1	2.2	-0.61726537	2.95942503	2.342159659
2003/2/23	22.84	16.55	86.23333333	558.6082192	0	2.2	1.133114909	2.059589914	3.192704824
2003/2/24	22.95	17.63	89.07395833	424.7123734	0	2.2	0.557254466	2.105877224	2.66313169
2003/2/25	19.82	17.16	92.08333333	153.5751968	1	2.2	-0.725624224	2.265855396	1.540231172
2003/2/26	21.36	17.39	89.52833333	253.4364502	0.2	2.2	0.446630157	2.287909823	2.73453998
2003/2/27	25.24	16.87	76.625	831.0549734	0	2.2	1.381393697	2.238063149	3.619456846
2003/2/28	22.13	18.26	86.38020833	239.5827434	0	2.2	0.023588233	2.445027337	2.46861557
2003/3/1	24.08	18.38	82.2375	559.0333776	0	2.2	2.135514067	2.269456385	4.404970451
2003/3/2	21	18.07	86.73333333	157.5095995	0	2.2	-0.288441151	2.462560173	2.174119022
2003/3/3	20.44	18.41	96.4875	52.03252956	4.8	2.2	-0.936441602	2.280448207	1.344006605
2003/3/4	21.04	13.31	97.57291667	46.46115488	3	2.2	-0.967248781	2.308429339	1.341180557
2003/3/5	16.5	13.93	98.29375	77.63712288	1.3	2.2	0.643658873	2.17237965	2.816038523
2003/3/6	13.5	4.672	95.85208333	129.895906	0.3	2.2	1.322873285	2.001735344	3.324608629
2003/3/7	12.48	3.284	72.20875	827.5495644	0.1	2.2	2.195658818	1.588895274	3.784554093
2003/3/8	11.63	7.479	62.913125	342.0162086	0	2.2	1.159277836	1.587408936	2.746686772
2003/3/9	11.23	7.782	88.99979167	185.1998364	0	2.2	0.653262536	1.533500955	2.186763491
2003/3/10	13.95	9.12	87.87604167	450.3265972	0	2.2	1.759920627	1.525440629	3.285361255
2003/3/11	17.19	12.03	76.089375	482.521144	0	2.2	1.630935583	1.593921892	3.224857475
2003/3/12	15.3	13.07	87.1875	199.8384059	0	2.2	0.968506907	1.667551153	2.63605806
2003/3/13	21.36	13.41	82.229375	796.4596454	0	2.2	3.815237662	1.752043262	5.567280925
2003/3/14	19.87	15.54	86.32083333	324.1347128	0	2.3	1.756783959	1.891475926	3.648259885
2003/3/15	18.99	16.18	93.40208333	201.2770568	0	2.3	0.872499487	1.953037724	2.82553721
2003/3/16	22.89	17.7	90.54375	251.513107	0	2.3	1.244204446	2.040971494	3.28517594
2003/3/17	24.15	19.52	89.73729167	304.0717272	0	2.3	0.770027302	2.423489818	3.19351712
2003/3/18	21.39	10.79	93.725	172.9274451	1	2.3	0.336356786	2.240267792	2.576624578
2003/3/19	10.54	8.59	98.16666667	104.1001624	1.8	2.3	0.055022808	1.931242498	1.986265306
2003/3/20	9.65	8.28	98.3375	93.59160682	24.2	2.3	0.085417961	1.6486976	1.734115561
2003/3/21	15.23	9.11	88.08083333	495.2964878	0	2.3	3.282496499	1.553809299	4.836305798
2003/3/22	17.05	12.66	76.36791667	504.5496632	3.9	2.4	3.34049321	1.539017416	4.879510626
2003/3/23	13.78	12.61	98.06041667	62.42422706	20.8	2.4	-0.166751017	1.644059556	1.477308539
2003/3/24	16.67	13.65	97.30416667	214.3350612	0.7	2.4	1.981302579	1.664106095	3.645408674
2003/3/25	21.95	15.31	86.755625	454.9694858	0	2.4	3.065665391	1.788385598	4.854050989
2003/3/26	23.13	15.63	81.79833333	765.5033856	0	2.4	2.957989584	2.18247253	5.140462114
2003/3/27	23.58	19.01	85.8025	471.3146084	0	2.4	1.305195369	2.659477956	3.964673325
2003/3/28	24.56	18.98	89.60541667	497.2384248	15.8	2.4	2.416831899	2.299476379	4.716308277
2003/3/29	19.57	17.61	97.82708333	81.6625773	2.6	2.4	-0.251038066	2.23528254	1.984244475
2003/3/30	20.75	19.2	97.10416667	73.21569342	0.2	2.6	0.846605079	2.197330204	3.043935283
2003/3/31	22.24	20.39	95.24375	100.3627884	1.8	2.6	-0.325151479	2.374611613	2.049460134
2003/4/1	26.81	21.86	89.935625	328.8059092	0	2.6	1.028660202	2.394778273	3.423438475
2003/4/2	26.85	22.43	89.94541667	403.4708012	5.2	2.6	1.966501675	2.613282697	4.579784372
2003/4/3	23.51	19.6	96.48541667	190.2451621	0.5	2.6	0.887196755	2.682499757	3.569696512
2003/4/4	19.56	14.81	91.15083333	228.2179512	0.3	2.6	1.536163272	2.34256824	3.878731512
2003/4/5	18.44	13.57	78.47270833	560.2800028	0	2.6	3.337260855	1.907286796	5.244547651
2003/4/6	16.68	15.28	94.50416667	35.8688017	7.2	2.6	-1.007366907	2.211259763	1.203892856
2003/4/7	17.73	15.51	98.29166667	89.29508168	6.5	2.9	-0.187107328	2.125972559	1.938865231
2003/4/8	19.92	17.59	96.46875	214.5630242	7.2	2.9	1.541483876	2.171737204	3.713221079
2003/4/9	18.94	17.39	98.18541667	58.6133946	7.3	2.9	-0.916365028	2.19149047	1.275125442
2003/4/10	17.65	16.54	98.39583333	56.92335078	4.1	2.9	-0.865621785	2.177966426	1.312344641
2003/4/11	23.25	17.75	96.25416667	129.5861466	1.7	2.9	-1.226945118	2.264326725	1.037381606
2003/4/12	25.13	21.71	92.49583333	109.4668791	0.2	2.9	-1.565308876	2.925981472	1.360672595
2003/4/13	27.4	17.42	91.46270833	404.2169754	28	2.9	-0.331115333	2.497988092	2.166872759
2003/4/14	19.55	15.51	83.619375	521.8818468	0	2.9	2.008518651	2.400544052	4.409062703
2003/4/15	20.53	14.92	76.50979167	635.60823	0	3	1.502768734	2.321676304	3.824445039
2003/4/16	19.65	18.19	95.3	68.09836846	0.3	3	-0.367299232	2.409582922	2.04228369
2003/4/17	24.39	19.61	92.98541667	273.0989582	0	3	-0.217089037	2.893941265	2.676852227
2003/4/18	26.05	20.95	86.516875	384.9099194	0	3	-1.054446902	3.112925564	2.058478661
2003/4/19	25.53	21.61	87.475	316.9158602	0	3	-0.678390445	2.385160121	1.706769676
2003/4/20	26.99	19.75	90.191875	493.7427714	4.3	3	-0.23030008	2.790932844	2.560632764
2003/4/21	27.1	19.04	85.25125	789.358443	0	3	2.165188877	2.811476375	4.976665252
2003/4/22	27.67	21.08	82.279375	739.3315116	0	3	0.724753936	2.859467233	3.584221169
2003/4/23	28.09	20.48	80.98604167	815.9596444	0	3.2	1.64211899	3.245872288	4.887991278
2003/4/24	29.19	21.56	85.88520833	701.2920596	17.1	3.2	2.970472929	2.998901491	5.96937442
2003/4/25	26.47	19.79	83.2	965.6363756	0	3.2	3.510284817	3.056172146	6.566456963
2003/4/26	27.14	20.25	72.318125	776.5876018	0	3.2	3.532078643	2.965498889	6.497577532
2003/4/27	27.26	22.18	82.32791667	602.8113408	0	3.2	1.78283437	3.030048435	4.812882805
2003/4/28	27.2	20.48	80.54291667	785.1720638	0	3.2	2.940802834	3.477619298	6.418422132
2003/4/29	28.53	20.58	78.08520833	786.5728598	0	3.2	3.07205808	3.370391508	6.442449588
2003/4/30	26.81	19.43	59.92791667	945.364021	0	3.2	2.7755551	3.023252662	5.798807762
2003/5/1	25.58	17.12	61.44854167	1114.190719	0	3.2	2.625574794	2.846549321	5.472124115
2003/5/2	23.4	19.11	83.88833333	277.4353392	0	3.2	1.465221558	2.618113081	4.083334639
2003/5/3	24.26	21.48	94.31875	165.7602885	1.9	3.2	-0.156049693	2.790820932	2.634771239
2003/5/4	24.1	20.79	97.39375	242.0727418	4.9	3.2	1.202184354	2.842917498	4.045101852
2003/5/5	24.41	20.66	96.36458333	198.580024	2.1	3.2	0.47284219	2.903449307	3.376291498
2003/5/6	29.57	23.93	85.6925	354.9660684	0.1	3.2	-0.925042302	3.592932239	2.667889937
2003/5/7	29.14	25.4	85.15833333	316.9216134	0	3.2	0.664055892	2.823622492	3.487678384
2003/5/8	25.85	21.54	92.4	358.096514	4	3.2	1.410798549	3.208914074	4.619712623
2003/5/9	23.82	21.81	89.7	232.2582474	0	3.4	0.714986111	3.163716432	3.878702542
2003/5/10	25.43	22.16	86.78833333	482.638544	0	3.4	0.527751659	3.630279063	4.158030723
2003/5/11	27.39	20.83	82.235	676.8778512	0	3.4	3.389278011	3.086976171	6.476254181
2003/5/12	27.15	21.27	84.09354167	544.4553426	0	3.4	3.049595178	2.971034745	6.020629923
2003/5/13	29.11	23.11	82.99895833	660.9412106	0	3.4	2.158238251	3.256934237	5.415172488
2003/5/14	28.04	22.36	89.94833333	527.411156	24.8	3.4	1.594822401	3.127782585	4.722604986
2003/5/15	29.48	22.3	86.2275	747.6288938	0.1	3.4	1.21403523	3.123016353	4.337051584
2003/5/16	28.76	24.63	84.96020833	557.7554012	0	3.4	0.777868121	2.993060821	3.770928942
2003/5/17	28.03	24.35	84.53770833	436.9370708	0.2	3.6	0.650627303	3.360316753	4.010944055
2003/5/18	24.11	20.75	92.59375	225.2368404	2	3.6	0.006697855	3.308886456	3.315584311
2003/5/19	26.52	20.83	77.483125	793.5858456	0	3.6	4.063749176	2.88957888	6.953328055
2003/5/20	27.4	22.54	73.06	683.445417	0	3.6	3.256592996	3.222155942	6.478748938
2003/5/21	29.83	23.51	73.70104167	967.8734804	0	3.6	2.581172032	3.825198888	6.40637092
2003/5/22	29.3	22.35	77.25479167	891.5727836	0	3.6	2.928766777	3.204641201	6.133407978
2003/5/23	29.21	24.13	87.5125	596.6037296	1.2	3.6	1.60157168	3.104857704	4.706429385
2003/5/24	30.74	23.07	87.85145833	882.013184	9.1	3.6	1.232356434	3.255572264	4.487928699
2003/5/25	24.97	21.87	91.49583333	435.133129	1.1	3.7	1.622341548	3.204613769	4.826955317
2003/5/26	25.35	21.77	88.68104167	441.602639	0.6	3.7	2.513670119	3.131482672	5.645152792
2003/5/27	27.51	20.92	81.32729167	718.9349198	0	3.7	3.381864062	3.399380678	6.78124474
2003/5/28	28.36	21.75	80.84520833	693.6382098	0	3.7	3.412358112	3.369342806	6.781700919
2003/5/29	28.25	22.87	84.70958333	557.5071768	0	3.7	1.95255798	3.130877882	5.083435862
2003/5/30	29.87	22.77	63.88375	1197.537003	0	3.7	2.196419808	3.00842753	5.204847338
2003/5/31	30.07	22.91	55.515	1080.820421	0	3.7	2.807710407	3.015305971	5.823016378
2003/6/1	29.92	21.86	62.246875	971.9433766	0	3.7	3.282222365	3.117695393	6.399917758
2003/6/2	29.19	22.09	78.33020833	759.6849956	0.5	3.8	2.879200103	3.398551763	6.277751866
2003/6/3	26.69	22.62	84.17	408.3606636	0.2	3.8	1.97552588	3.16994945	5.14547533
2003/6/4	28.95	22.37	82.4775	554.0295338	0	3.8	1.611966506	2.957334178	4.569300685
2003/6/5	29.1	22.61	74.31458333	921.6994052	0	3.8	3.286516021	2.874926633	6.161442653
2003/6/6	27.95	22.93	90.70875	462.645098	37.1	3.8	0.94332615	2.987967496	3.931293647
2003/6/7	23.93	20.66	97.5875	118.4708296	13.2	3.8	-1.02517428	3.43496365	2.40978937
2003/6/8	27.86	21.22	83.43875	781.276183	0	3.8	2.39162236	3.73915032	6.13077268
2003/6/9	24.99	23.03	94.97708333	146.3618473	19.4	3.8	-0.841239338	3.440126399	2.598887061
2003/6/10	24.82	22.58	97.42916667	163.6378323	12.8	3.7	-1.050927959	3.304334847	2.253406888
2003/6/11	25.77	22.66	93.54375	409.0699834	11.8	3.7	0.012769884	3.352505283	3.365275168
2003/6/12	24.26	21.69	95.3	322.665628	29.7	3.7	0.721580835	3.404244032	4.125824868
2003/6/13	24.29	22.1	97.35	181.9481551	12.5	3.7	-1.161960678	3.380270811	2.218310134
2003/6/14	23.77	20.84	97.52291667	187.35281	25	3.7	-1.059754678	3.36150294	2.301748262
2003/6/15	24.58	20.37	92.07666667	578.9078394	2.1	3.7	-0.001499602	3.199230823	3.197731221
2003/6/16	28.51	21.59	77.76916667	970.8627626	0	3.7	1.070134635	3.347917485	4.41805212
2003/6/17	28.33	22.33	79.11020833	981.4893018	0	3.7	0.824395186	3.467896924	4.29229211
2003/6/18	29.97	23.86	70.52770833	767.2102724	0	3.9	-0.193466842	3.531580726	3.338113883
2003/6/19	29.97	25	75.83166667	752.3590822	0.2	3.9	2.853162207	3.863471772	6.716633979
2003/6/20	29.68	23.88	86.08041667	654.1298396	0.5	3.9	2.615166157	3.635625251	6.250791408
2003/6/21	26.79	23.4	93.06666667	259.023542	9.1	3.9	-0.593638045	3.6694915	3.075853455
2003/6/22	25.45	22.96	95.34375	407.354425	16.8	3.9	0.15497825	3.585021807	3.740000056
2003/6/23	28.53	24.28	86.11020833	692.6808324	5.1	3.9	1.896140457	3.075332035	4.971472491
2003/6/24	28.96	24.05	84.31270833	865.4360128	2.4	3.9	0.904209199	2.969154962	3.873364162
2003/6/25	28.43	24.93	85.97708333	619.172139	1.3	3.9	1.076597422	2.660729349	3.73732677
2003/6/26	28.25	23.3	87.62479167	408.205242	15.1	4.1	-0.276327577	3.3621744	3.085846823
2003/6/27	26.25	22.63	95.32916667	190.9153347	42.5	4.1	-1.253043095	3.591455518	2.338412423
2003/6/28	25.89	22.49	92.57916667	295.776096	14.1	4.1	-1.098583826	3.544973506	2.44638968
2003/6/29	27.83	23.34	88.98270833	520.8956196	16.2	4.1	0.047799416	3.301703882	3.349503298
2003/6/30	30.86	24.32	77.70625	1025.553928	0	4.1	0.088508932	3.289407795	3.377916727
2003/7/1	30.97	22.85	77.20854167	1180.858274	0	4.1	-0.025195023	3.595609977	3.570414954
2003/7/2	31.13	23.38	74.479375	1227.252891	0	4.1	1.002272552	4.004589973	5.006862525
2003/7/3	31.33	23.86	74.31375	1237.786878	0	4.1	0.648741104	4.231235489	4.879976592
2003/7/4	31.28	23.45	73.19270833	1259.288765	0	4.1	0.986485309	3.713131408	4.699616717
2003/7/5	31.64	23.75	70.855625	1160.99757	0	4.1	-0.237934164	4.798556036	4.560621872
2003/7/6	30.93	24.43	74.76020833	984.1028704	0	4.1	0.788692627	4.142299859	4.930992485
2003/7/7	31.52	24.12	75.19458333	1055.509619	0	4.1	1.591341358	3.188217513	4.77955887
2003/7/8	31.66	24.13	73.764375	1216.430241	0	4.1	1.752291052	3.265626143	5.017917195
2003/7/9	31.87	24.85	78.375	1030.716529	4.6	4.1	1.627403284	3.437493616	5.0648969
2003/7/10	31.52	24.75	72.79291667	1065.239149	0	4.1	2.318136824	3.215504051	5.533640875
2003/7/11	29.4	24.08	87.98729167	642.0557276	1.6	4.1	0.666564134	3.548435878	4.215000012
2003/7/12	30.04	23.88	85.49083333	723.1560688	10.6	4.2	0.484696101	3.936078672	4.420774773
2003/7/13	31.17	23.57	74.408125	1202.251182	0	4.2	0.825448335	3.638041384	4.463489718
2003/7/14	32.16	24.41	70.47145833	1155.758259	0	4.2	0.59315588	3.603853887	4.197009768
2003/7/15	32.98	25.93	70.93416667	1099.868913	0	4.2	0.475825088	4.167943088	4.643768176
2003/7/16	33.08	25.63	73.960625	968.8752162	0	4.2	1.096580639	4.12534511	5.22192575
2003/7/17	32.25	24.63	71.2475	1111.22445	0	4.2	1.530271655	3.583742455	5.114014109
2003/7/18	31.78	24.43	74.654375	912.959855	0	4.2	3.137524785	3.488616095	6.62614088
2003/7/19	31.17	24.33	72.65875	1094.434324	0	4.2	1.87719989	3.73152832	5.60872821
2003/7/20	29.8364	24.41	87.0087175	534.8166176	9.9	4.2	0.767689855	3.465490692	4.233180547
2003/7/21	27.72218	23.7743	91.44153	497.3818498	6.7	4.2	1.119717954	3.358990488	4.478708442
2003/7/22	30.55784	23.41358	80.84188333	630.9417524	0	4.2	0.549235831	3.569174694	4.118410526
2003/7/23	32.642	25.03	63.81623167	974.0345908	1.3	4.2	0.807676063	3.428440407	4.236116469
2003/7/24	25.97	23.59	88.66225333	113.2750235	53.6	4.2	-0.637722304	3.525994017	2.888271713
2003/7/25	27.24	23.38352	91.726025	400.5550616	2.8	4.2	-0.099154616	3.529042104	3.429887488
2003/7/26	29.57	23.46	83.646875	748.0464644	0.8	4.2	0.676781614	3.791320339	4.468101954
2003/7/27	31.86	23.5	74.72791667	1132.957384	0	4.2	2.1192763	3.870338875	5.989615175
2003/7/28	32.01	24.43	72.82208333	1153.660984	0	4	2.159476355	3.937418755	6.09689511
2003/7/29	31.01	23.2	75.69916667	1055.979219	0	4	1.821470953	3.915438672	5.736909625
2003/7/30	30.8	23.65	79.69041667	708.6430706	0	4	1.248479665	3.863906627	5.112386291
2003/7/31	31.46	24.29	79.97770833	785.513091	0	4	1.41182941	3.833053875	5.244883286
2003/8/1	31.61	24.35	78.13666667	701.441311	0	4	1.27099447	3.790272347	5.061266817
2003/8/2	32.57	24.41	71.96625	1140.000387	0	4	2.518553823	3.772890766	6.291444589
2003/8/3	32.14	24.6	73.31645833	939.5547194	0	4	1.877652973	3.745141372	5.622794345
2003/8/4	33.67	24.64	73.02041667	942.338635	1.6	4	1.603515312	3.639447311	5.242962623
2003/8/5	29.3	22.79	92.33083333	588.4403402	23.5	4	1.748177253	3.870648068	5.618825321
2003/8/6	25.87	22.85	95.64791667	286.359411	16.9	4	-0.352881863	3.790608285	3.437726422
2003/8/7	28.74	23.7	92.27770833	540.5597118	9.9	4	-0.000983512	3.857831544	3.856848032
2003/8/8	30.98	24.03	85.318125	730.682763	0	4	0.963266695	4.182229601	5.145496296
2003/8/9	31.32	24.22	81.31458333	752.4793172	0	4	1.326281364	3.962465624	5.288746988
2003/8/10	31.47	24.69	79.2325	721.0789716	0	4	1.561827132	4.0553333	5.617160432
2003/8/11	32.1	25.2	76.65166667	1025.782975	0	4	1.696623037	4.014010012	5.710633049
2003/8/12	28.9	24	90.39541667	522.9527054	26.2	4	1.407397299	4.242500602	5.6498979
2003/8/13	29.41	24.4	92.37854167	672.8024516	70.1	4.2	0.135009743	4.140222594	4.275232337
2003/8/14	28.95	24.47	89.40166667	498.5438334	1.4	4.2	-0.164091477	4.270304257	4.10621278
2003/8/15	31.71	24.81	81.3875	818.2009182	0	4.2	1.216749415	4.138492693	5.355242109
2003/8/16	27.62	24.21	94.12083333	229.6348398	8.9	4.2	-1.308208277	4.172135953	2.863927677
2003/8/17	28.36	23.33	94.40833333	463.3991098	21.5	4.2	0.015105692	4.080967715	4.096073407
2003/8/18	29.42	22.88	89.685625	671.8835962	0	4.2	1.393933279	4.007062815	5.400996095
2003/8/19	29.95	23.56	87.330625	663.4007752	18.5	4.2	0.258733175	3.939071173	4.197804348
2003/8/20	30.61	22.31	86.820625	1074.333067	23.6	4.2	1.380333398	4.05194141	5.432274808
2003/8/21	27.82	22.65	92.68583333	629.354676	15.2	4.1	1.02704398	3.879932345	4.906976324
2003/8/22	29.02	23.12	93.60833333	557.7548176	6	4.1	0.122866648	3.953463425	4.076330073
2003/8/23	29.75	23.7	88.73583333	853.0342146	12.9	4.1	1.053759428	3.969940381	5.023699808
2003/8/24	30.24	23.39	80.139375	758.9513286	1.7	4.1	0.491400501	4.034949828	4.526350328
2003/8/25	25.06	22.69	95.25	111.017427	24.9	4.1	-1.341749698	3.95947638	2.617726681
2003/8/26	26.39	23.32	95.25833333	370.074488	38.2	4.1	-0.10659599	3.728354395	3.621758405
2003/8/27	28.14	23.56	92.175	537.8658476	0.7	4.1	0.58935475	3.966156094	4.555510844
2003/8/28	30.38	22.81	84.86625	762.6801144	0.1	4.1	0.027122018	3.964043859	3.991165877
2003/8/29	30.79	22.97	79.6025	1063.193403	0	4.1	-0.631359122	4.188147238	3.556788115
2003/8/30	31.21	23.29	76.61333333	988.8144648	0	4.1	0.443980512	4.111977506	4.555958018
2003/8/31	30.61	24.18	80.16083333	636.297872	0	4.1	1.477507833	4.008445396	5.485953229
2003/9/1	31.28	25.08	74.96395833	774.0420716	0	4.1	2.351076949	3.901002613	6.252079562
2003/9/2	30.19	21.69	71.90479167	658.9121408	10.5	4.1	1.08607841	3.934567001	5.020645411
2003/9/3	24.64	21.58	96.20208333	66.03552944	51.4	4.1	-2.561040391	3.810899276	1.249858885
2003/9/4	28.09	22.86	93.87520833	507.0654264	10.2	4.1	-0.306991165	3.780639034	3.473647869
2003/9/5	28.04	22.73	91.95479167	469.9095598	20.7	4.1	-0.1191597	3.750537441	3.631377741
2003/9/6	28.66	22.34	91.156875	715.2253116	16.4	4.1	0.476134046	3.754659724	4.23079377
2003/9/7	26.55	22.63	94.88333333	275.0674102	20.9	4.1	-1.179680639	3.712421905	2.532741266
2003/9/8	26.96	22.47	92.28125	304.877185	2.5	4.1	-0.424154994	3.684698543	3.260543549
2003/9/9	29.29	23.13	83.24229167	1069.855939	0	4.1	0.524229548	3.812538951	4.336768499
2003/9/10	29.96	23.42	80.12333333	1031.661733	0	4.1	1.272386437	3.755616215	5.028002652
2003/9/11	28.01	21.54	79.49729167	883.028261	0	4.1	2.206268131	3.81676747	6.023035602
2003/9/12	28.44	22.57	72.32083333	1030.432284	0	4.1	1.157044565	3.902553841	5.059598407
2003/9/13	29.46	22.68	74.768125	919.8451014	0	4.1	2.198704227	3.866693646	6.065397874
2003/9/14	29.36	22.51	87.82708333	519.7914088	13.5	4.2	0.063869578	3.895817986	3.959687565
2003/9/15	23.13	22.09	97.90833333	42.78740034	79.2	4.2	-2.670797414	3.567217297	0.896419884
2003/9/16	24.14	22.59	98.00416667	161.4580101	67.6	4.2	-1.788213512	3.567694934	1.779481422
2003/9/17	25.74	23.3	97.15416667	383.4655152	11.7	4.2	-0.340709046	3.479812699	3.139103653
2003/9/18	28.84	22.5	86.77104167	625.3690776	0	4.2	1.351544852	3.665817115	5.017361967
2003/9/19	30.78	23.46	78.32375	784.4906766	0	4.2	0.717475328	3.817912363	4.535387692
2003/9/20	32.32	24.64	76.42520833	857.2679542	0	4.2	1.772328243	3.740835603	5.513163846
2003/9/21	27.02	22.47	84.208125	577.107983	0	4.2	1.688900045	4.236357623	5.925257667
2003/9/22	24.86	20.68	81.05770833	701.1042862	0	4.1	1.490677787	3.548775239	5.039453026
2003/9/23	24.77	20.03	75.14270833	702.9053098	0	4.1	1.822854077	3.697906238	5.520760315
2003/9/24	26.5	18.97	75.63270833	1051.258286	0	4.1	2.57702852	3.236408493	5.813437013
2003/9/25	28.38	21.44	65.985	1099.555735	0	4.1	0.967233322	3.550088479	4.517321801
2003/9/26	28.77	21.01	69.52729167	1003.286023	0	4.1	2.35199335	3.536312723	5.888306073
2003/9/27	28.38	22.27	81.75375	607.848787	0	4.1	2.230713431	3.559880788	5.790594219
2003/9/28	28.97	23.51	80.51791667	686.0498972	0	4.1	2.464844393	3.593095354	6.057939747
